Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback,Age Group
X3D1,92.9,Alexander McQueen,Bottoms,Best,4,476,Preppy,"S, L, XL",XL,Green,Very Low,36,Elle,Aimee Song,Fall/Winter,Holiday,Negative,Other,Other,Middle-aged
V4Y7,56.4,Ted Baker,Activewear,Best,1,218,Bohemian,"M, L, XL",M,Red,Very Low,29,Elle,Chiara Ferragni,Spring/Summer,Holiday,Positive,Neutral,Mixed,Young
T0E9,46.5,Jigsaw,Accessories,Bad,4,367,Edgy,"M, L, XL",XL,Black,High,33,Glamour,Song of Style,Summer,Nighttime,Negative,Other,Other,Middle-aged
L9A7,21.2,Ted Baker,Activewear,Best,4,90,Formal,"M, L, XL",M,Green,Low,41,Vogue,Leandra Medine,Fall,Evening,Positive,Unknown,Mixed,Middle-aged
G6C2,96.6,Burberry,Outerwear,Best,4,87,Minimalist,"S, M, L",M,Red,Medium,54,InStyle,Camila Coelho,Fall,Holiday,Unknown,Negative,Positive,Senior
X5S6,3.3,Calvin Klein,Footwear,Worst,4,104,Casual,"S, L, XL",S,Green,Average,56,Marie Claire,Leandra Medine,Winter,Holiday,Positive,Unknown,Mixed,Senior
Q7M2,72.5,Jigsaw,Lingerie,Very Bad,4,122,Edgy,"S, M, L",M,Black,Low,20,Vogue,Negin Mirsalehi,Fall/Winter,Daytime,Unknown,Positive,Negative,Young
E6B6,8.5,Ted Baker,Accessories,Best,5,495,Edgy,"M, L, XL",S,Green,Average,47,Fashionista,Gigi Hadid,Spring,Evening,Unknown,Mixed,Mixed,Middle-aged
R8F8,93.3,Jigsaw,Accessories,Very Bad,1,116,Sporty,"M, L, XL",S,Blue,Medium,37,InStyle,Aimee Song,Fall,Holiday,Neutral,Other,Neutral,Middle-aged
C2Y5,72.7,Burberry,Accessories,Very Bad,3,192,Bohemian,"S, M, L",L,Red,Above Average,55,W,Julie Sariñana,Summer,Daytime,Unknown,Unknown,Negative,Senior
U9C5,76.5,Calvin Klein,Accessories,Very Bad,2,367,Casual,"M, L, XL",S,Red,Negligible,44,Glamour,Kendall Jenner,Spring/Summer,Weekend,Positive,Negative,Mixed,Middle-aged
B9M9,37.6,Alexander McQueen,Outerwear,Good,3,335,Edgy,"M, L, XL",L,Black,Average,48,Grazia,Olivia Palermo,Fall,Daytime,Unknown,Positive,Other,Middle-aged
Y6A0,83.0,Tommy Hilfiger,Tops,Bad,3,59,Minimalist,"S, L, XL",M,Black,Very Low,61,Cosmopolitan,Leandra Medine,Fall,Daytime,Positive,Positive,Unknown,Senior
T8V2,43.6,Jigsaw,Tops,Not Good,3,82,Sporty,"S, M, L",L,Red,Medium,43,Harper's Bazaar,Camila Coelho,Fall/Winter,Weekend,Neutral,Negative,Other,Middle-aged
S3D1,95.2,Mulberry,Dresses,Not Good,3,197,Bohemian,"S, M, L",XL,Blue,Significant,38,W,Kendall Jenner,Fall/Winter,Holiday,Neutral,Mixed,Other,Middle-aged
H3G7,81.6,Alexander McQueen,Dresses,Good,3,124,Edgy,"S, L, XL",XL,Green,Above Average,19,Grazia,Kendall Jenner,Winter,Daytime,Unknown,Negative,Other,Young
F7D6,91.9,Tommy Hilfiger,Footwear,Good,4,449,Vintage,"S, L, XL",S,Blue,Above Average,44,Fashionista,Leandra Medine,Winter,Daytime,Positive,Mixed,Mixed,Middle-aged
S7J6,18.4,Burberry,Swimwear,Very Good,2,288,Glamorous,"M, L, XL",XL,Red,Low,52,Cosmopolitan,Leandra Medine,Winter,Evening,Negative,Positive,Positive,Senior
W5S8,71.4,Calvin Klein,Activewear,Best,4,303,Preppy,"S, M, L",XL,Black,Medium,39,W,Julie Sariñana,Spring,Weekend,Neutral,Neutral,Unknown,Middle-aged
U6F4,69.6,Jigsaw,Swimwear,Very Bad,5,234,Sporty,"S, M, L",L,Blue,Very High,21,Glamour,Olivia Palermo,Spring,Daytime,Positive,Mixed,Positive,Young
U3Y9,99.1,Jigsaw,Lingerie,Best,3,36,Vintage,"S, M, L",S,Black,Very Low,43,Vogue,Gigi Hadid,Summer,Holiday,Mixed,Unknown,Neutral,Middle-aged
K7H2,98.2,Ted Baker,Tops,Very Bad,1,390,Edgy,"S, M, L",L,Green,Below Average,25,Harper's Bazaar,Leandra Medine,Fall,Nighttime,Positive,Mixed,Neutral,Young
O7A9,93.5,Jigsaw,Lingerie,Worst,2,102,Formal,"M, L, XL",L,Black,Above Average,27,InStyle,Camila Coelho,Spring,Daytime,Mixed,Unknown,Mixed,Young
N4A8,35.7,Mulberry,Accessories,Best,3,357,Edgy,"M, L, XL",XL,Blue,High,31,Glamour,Negin Mirsalehi,Spring/Summer,Evening,Mixed,Neutral,Negative,Middle-aged
P9A2,27.7,Alexander McQueen,Outerwear,Not Good,2,14,Minimalist,"S, M, L",L,Red,Below Average,43,Cosmopolitan,Negin Mirsalehi,Fall/Winter,Holiday,Positive,Other,Positive,Middle-aged
I0M8,60.2,Ralph Lauren,Footwear,Very Good,5,299,Edgy,"S, M, L",L,Red,Average,36,Glamour,Aimee Song,Fall/Winter,Daytime,Negative,Unknown,Positive,Middle-aged
R2F1,56.9,Burberry,Activewear,Good,3,45,Bohemian,"S, M, L",L,Green,Significant,40,InStyle,Aimee Song,Winter,Holiday,Neutral,Other,Positive,Middle-aged
Q7P3,61.4,Burberry,Dresses,Very Bad,2,335,Edgy,"S, M, L",M,Green,Significant,48,Vogue,Camila Coelho,Fall/Winter,Weekend,Unknown,Other,Unknown,Middle-aged
B2W7,57.3,Burberry,Dresses,Bad,2,208,Bohemian,"S, L, XL",L,Blue,Medium,30,InStyle,Kendall Jenner,Summer,Weekend,Unknown,Positive,Mixed,Middle-aged
Q6H6,60.7,Ralph Lauren,Dresses,Worst,3,240,Minimalist,"M, L, XL",M,Green,Low,45,Grazia,Julie Sariñana,Spring,Daytime,Unknown,Unknown,Other,Middle-aged
K4X8,72.7,Calvin Klein,Activewear,Very Good,1,115,Casual,"S, L, XL",L,Black,Very Low,59,Fashionista,Julie Sariñana,Winter,Daytime,Neutral,Neutral,Positive,Senior
H3A6,62.9,Alexander McQueen,Activewear,Good,4,254,Glamorous,"S, M, L",XL,Black,Low,61,Fashionista,Leandra Medine,Spring,Daytime,Positive,Positive,Other,Senior
T2E6,93.7,Calvin Klein,Activewear,Very Bad,3,90,Edgy,"M, L, XL",XL,Blue,Negligible,22,Glamour,Camila Coelho,Fall/Winter,Holiday,Neutral,Positive,Unknown,Young
S4L5,4.2,Mulberry,Dresses,Worst,2,335,Formal,"S, L, XL",L,Black,Average,60,Elle,Gigi Hadid,Winter,Evening,Negative,Positive,Neutral,Senior
L4Z4,31.7,Tommy Hilfiger,Footwear,Best,5,226,Preppy,"M, L, XL",L,Green,Very High,33,Fashionista,Chiara Ferragni,Spring/Summer,Weekend,Neutral,Neutral,Neutral,Middle-aged
X8G5,22.4,Calvin Klein,Accessories,Worst,2,312,Sporty,"S, M, L",L,Red,Significant,20,InStyle,Song of Style,Spring,Weekend,Negative,Positive,Neutral,Young
V2A8,63.0,Tommy Hilfiger,Dresses,Worst,2,204,Streetwear,"S, L, XL",XL,Red,Significant,51,Glamour,Gigi Hadid,Winter,Weekend,Unknown,Neutral,Unknown,Senior
I4X5,87.9,Ralph Lauren,Dresses,Bad,2,15,Vintage,"S, L, XL",S,Blue,Low,39,Vogue,Camila Coelho,Fall/Winter,Weekend,Negative,Neutral,Negative,Middle-aged
J3G6,41.4,Ted Baker,Lingerie,Best,3,369,Edgy,"M, L, XL",M,Red,Very Low,61,Elle,Camila Coelho,Spring,Evening,Mixed,Mixed,Mixed,Senior
R1V4,30.2,Alexander McQueen,Bottoms,Bad,2,362,Formal,"M, L, XL",L,Blue,High,63,Fashionista,Negin Mirsalehi,Fall/Winter,Nighttime,Neutral,Unknown,Positive,Senior
F0D6,1.7,Jigsaw,Jewelry,Very Good,2,179,Minimalist,"S, M, L",L,Black,Average,20,Vogue,Chiara Ferragni,Spring,Evening,Negative,Unknown,Other,Young
R2O3,20.6,Calvin Klein,Footwear,Worst,4,101,Bohemian,"S, L, XL",S,Red,High,46,Cosmopolitan,Song of Style,Fall/Winter,Daytime,Neutral,Unknown,Unknown,Middle-aged
D3D0,51.4,Tommy Hilfiger,Tops,Bad,4,342,Casual,"M, L, XL",L,Blue,Significant,51,Cosmopolitan,Olivia Palermo,Fall,Evening,Neutral,Positive,Mixed,Senior
M7A4,25.9,Calvin Klein,Outerwear,Not Good,3,35,Preppy,"S, L, XL",L,Black,High,31,Elle,Camila Coelho,Winter,Holiday,Neutral,Neutral,Positive,Middle-aged
T0V7,28.0,Alexander McQueen,Swimwear,Not Good,3,74,Bohemian,"S, M, L",M,Blue,Medium,58,InStyle,Kendall Jenner,Summer,Evening,Positive,Positive,Negative,Senior
Q8G9,20.5,Burberry,Lingerie,Bad,3,263,Streetwear,"M, L, XL",XL,Blue,Very Low,39,Glamour,Camila Coelho,Summer,Daytime,Mixed,Positive,Mixed,Middle-aged
E3C2,86.7,Tommy Hilfiger,Tops,Very Bad,2,393,Casual,"M, L, XL",M,Red,Significant,39,Fashionista,Julie Sariñana,Fall/Winter,Evening,Neutral,Positive,Negative,Middle-aged
I0Y0,37.6,Burberry,Jewelry,Very Good,4,73,Streetwear,"S, L, XL",M,Green,Negligible,24,Harper's Bazaar,Song of Style,Fall/Winter,Daytime,Neutral,Neutral,Neutral,Young
X1F6,29.7,Burberry,Outerwear,Bad,1,239,Sporty,"S, M, L",S,Black,Very High,59,Cosmopolitan,Gigi Hadid,Fall,Holiday,Positive,Mixed,Negative,Senior
T2H4,16.0,Ralph Lauren,Activewear,Best,4,371,Minimalist,"S, M, L",M,Blue,Below Average,42,Harper's Bazaar,Kendall Jenner,Spring,Weekend,Positive,Unknown,Negative,Middle-aged
M2N9,97.9,Ralph Lauren,Tops,Worst,5,410,Formal,"S, M, L",S,Green,Average,53,Grazia,Julie Sariñana,Winter,Holiday,Neutral,Other,Positive,Senior
I8G6,9.9,Tommy Hilfiger,Bottoms,Very Bad,5,151,Bohemian,"S, M, L",XL,Red,Average,26,Fashionista,Gigi Hadid,Fall/Winter,Daytime,Neutral,Positive,Negative,Young
E1F8,44.5,Ralph Lauren,Lingerie,Best,2,126,Bohemian,"M, L, XL",L,Red,Very High,40,Vogue,Gigi Hadid,Summer,Evening,Positive,Neutral,Mixed,Middle-aged
N0N4,37.8,Calvin Klein,Swimwear,Worst,4,422,Vintage,"S, L, XL",M,Blue,Very Low,29,Fashionista,Chiara Ferragni,Spring,Evening,Neutral,Mixed,Negative,Young
F5I5,20.4,Alexander McQueen,Accessories,Not Good,4,218,Vintage,"S, L, XL",M,Red,Significant,58,Grazia,Chiara Ferragni,Fall/Winter,Weekend,Neutral,Mixed,Unknown,Senior
Z4D6,38.0,Ralph Lauren,Swimwear,Best,4,381,Minimalist,"S, L, XL",S,Red,Significant,26,Elle,Camila Coelho,Fall,Evening,Mixed,Other,Unknown,Young
S8D9,75.1,Tommy Hilfiger,Activewear,Bad,3,138,Preppy,"M, L, XL",XL,Black,Low,41,Cosmopolitan,Camila Coelho,Fall/Winter,Nighttime,Positive,Mixed,Negative,Middle-aged
H9V5,92.6,Calvin Klein,Activewear,Not Good,4,300,Minimalist,"S, M, L",XL,Red,Below Average,51,InStyle,Kendall Jenner,Spring/Summer,Evening,Neutral,Neutral,Positive,Senior
B9I9,68.2,Calvin Klein,Outerwear,Very Good,5,107,Minimalist,"S, M, L",L,Blue,Very Low,31,Glamour,Olivia Palermo,Fall,Evening,Negative,Unknown,Unknown,Middle-aged
B2W2,55.3,Ralph Lauren,Bottoms,Good,3,437,Edgy,"S, M, L",S,Black,Very High,63,Grazia,Leandra Medine,Fall/Winter,Nighttime,Negative,Other,Negative,Senior
F1P7,93.1,Tommy Hilfiger,Outerwear,Very Good,4,179,Formal,"S, M, L",XL,Blue,Below Average,61,Harper's Bazaar,Camila Coelho,Spring,Nighttime,Positive,Negative,Unknown,Senior
N2B5,91.7,Alexander McQueen,Outerwear,Good,2,126,Streetwear,"S, M, L",S,Blue,Average,34,Grazia,Song of Style,Spring,Holiday,Mixed,Negative,Mixed,Middle-aged
L8G1,56.5,Mulberry,Footwear,Worst,4,349,Sporty,"S, L, XL",L,Green,High,37,InStyle,Negin Mirsalehi,Summer,Daytime,Positive,Neutral,Positive,Middle-aged
O1P8,88.1,Alexander McQueen,Lingerie,Worst,4,457,Glamorous,"S, M, L",S,Red,Very Low,20,Fashionista,Kendall Jenner,Fall,Holiday,Negative,Unknown,Neutral,Young
A0J1,68.3,Ted Baker,Outerwear,Good,2,496,Vintage,"S, M, L",L,Red,High,19,Harper's Bazaar,Negin Mirsalehi,Summer,Daytime,Unknown,Positive,Mixed,Young
H3W1,25.8,Mulberry,Accessories,Very Good,4,205,Formal,"M, L, XL",L,Black,Very Low,26,Marie Claire,Aimee Song,Summer,Nighttime,Negative,Neutral,Positive,Young
O6R6,55.4,Jigsaw,Outerwear,Bad,4,435,Streetwear,"S, L, XL",S,Red,Low,31,Elle,Aimee Song,Winter,Evening,Unknown,Positive,Positive,Middle-aged
K6P6,13.1,Alexander McQueen,Swimwear,Best,3,14,Glamorous,"M, L, XL",S,Green,High,39,W,Camila Coelho,Fall,Weekend,Positive,Other,Negative,Middle-aged
J5I1,65.6,Burberry,Activewear,Very Good,1,359,Glamorous,"S, M, L",S,Blue,High,53,Vogue,Aimee Song,Fall/Winter,Weekend,Mixed,Mixed,Negative,Senior
U7A7,47.7,Mulberry,Outerwear,Best,2,175,Streetwear,"S, M, L",S,Green,Negligible,39,Vogue,Gigi Hadid,Summer,Daytime,Neutral,Other,Negative,Middle-aged
H6N2,66.9,Alexander McQueen,Footwear,Best,3,318,Formal,"M, L, XL",S,Blue,Below Average,53,Elle,Song of Style,Spring/Summer,Holiday,Mixed,Positive,Mixed,Senior
X4P5,7.1,Alexander McQueen,Dresses,Very Good,3,2,Casual,"S, M, L",S,Red,Below Average,52,Marie Claire,Aimee Song,Fall/Winter,Daytime,Neutral,Positive,Neutral,Senior
J1Y4,42.6,Alexander McQueen,Dresses,Good,3,261,Bohemian,"M, L, XL",XL,Red,Below Average,47,Harper's Bazaar,Kendall Jenner,Spring,Nighttime,Unknown,Negative,Unknown,Middle-aged
P3E7,16.4,Alexander McQueen,Dresses,Very Good,2,167,Casual,"S, L, XL",L,Black,Low,40,Grazia,Olivia Palermo,Fall/Winter,Weekend,Neutral,Unknown,Neutral,Middle-aged
K8G9,34.5,Calvin Klein,Accessories,Very Bad,2,72,Minimalist,"M, L, XL",S,Blue,Very Low,22,Glamour,Aimee Song,Spring/Summer,Weekend,Mixed,Unknown,Unknown,Young
I2U3,39.0,Calvin Klein,Activewear,Not Good,4,164,Edgy,"M, L, XL",M,Green,Average,26,Grazia,Song of Style,Spring/Summer,Holiday,Positive,Positive,Positive,Young
X0B2,2.7,Ralph Lauren,Dresses,Best,5,330,Edgy,"S, L, XL",L,Black,Average,21,Cosmopolitan,Gigi Hadid,Spring/Summer,Daytime,Unknown,Positive,Neutral,Young
F8I8,0.1,Jigsaw,Bottoms,Very Good,2,201,Sporty,"M, L, XL",M,Green,Medium,53,Harper's Bazaar,Olivia Palermo,Summer,Daytime,Neutral,Unknown,Neutral,Senior
N8Y6,10.2,Calvin Klein,Bottoms,Very Bad,2,425,Minimalist,"S, L, XL",XL,Black,Very High,49,Glamour,Julie Sariñana,Summer,Weekend,Mixed,Negative,Other,Middle-aged
W9I0,14.4,Tommy Hilfiger,Tops,Worst,2,248,Preppy,"M, L, XL",S,Blue,Very High,26,Harper's Bazaar,Song of Style,Winter,Evening,Mixed,Positive,Mixed,Young
K7Y5,54.4,Mulberry,Swimwear,Bad,5,68,Bohemian,"M, L, XL",XL,Black,High,34,Glamour,Camila Coelho,Fall,Weekend,Positive,Unknown,Neutral,Middle-aged
N3G1,36.8,Alexander McQueen,Accessories,Very Good,1,211,Sporty,"S, M, L",XL,Green,Significant,48,Fashionista,Gigi Hadid,Fall,Weekend,Positive,Other,Negative,Middle-aged
D5S1,89.0,Jigsaw,Jewelry,Very Bad,3,193,Formal,"S, M, L",S,Red,Very Low,51,Marie Claire,Song of Style,Winter,Evening,Negative,Negative,Neutral,Senior
R2Y6,27.3,Ralph Lauren,Lingerie,Not Good,4,179,Minimalist,"S, M, L",XL,Red,High,30,Grazia,Chiara Ferragni,Fall/Winter,Evening,Unknown,Positive,Neutral,Middle-aged
V2U3,20.8,Mulberry,Swimwear,Good,2,380,Bohemian,"M, L, XL",S,Green,High,52,Cosmopolitan,Song of Style,Spring,Holiday,Positive,Positive,Mixed,Senior
A8O0,78.9,Jigsaw,Dresses,Good,2,5,Sporty,"S, L, XL",XL,Blue,Medium,43,Cosmopolitan,Chiara Ferragni,Fall/Winter,Daytime,Negative,Neutral,Positive,Middle-aged
J4Q6,52.2,Jigsaw,Jewelry,Best,2,125,Sporty,"S, L, XL",XL,Blue,Very Low,44,Cosmopolitan,Camila Coelho,Fall,Weekend,Neutral,Neutral,Negative,Middle-aged
W1E8,15.2,Ted Baker,Activewear,Not Good,1,209,Streetwear,"S, M, L",L,Green,Significant,51,Harper's Bazaar,Chiara Ferragni,Fall/Winter,Evening,Neutral,Neutral,Other,Senior
U3Q0,77.7,Ted Baker,Accessories,Very Good,1,456,Sporty,"M, L, XL",M,Black,Medium,62,Vogue,Gigi Hadid,Fall/Winter,Evening,Neutral,Mixed,Other,Senior
Y4N5,34.8,Mulberry,Footwear,Very Good,1,124,Minimalist,"M, L, XL",M,Green,Low,30,Elle,Julie Sariñana,Spring,Nighttime,Positive,Negative,Other,Middle-aged
G2Z8,31.6,Alexander McQueen,Jewelry,Very Good,4,257,Edgy,"M, L, XL",M,Red,Significant,60,Grazia,Kendall Jenner,Spring/Summer,Nighttime,Negative,Mixed,Mixed,Senior
K7C9,37.7,Alexander McQueen,Swimwear,Bad,3,97,Preppy,"S, M, L",M,Blue,Above Average,20,Elle,Aimee Song,Winter,Nighttime,Neutral,Other,Neutral,Young
E6N6,21.3,Alexander McQueen,Outerwear,Very Bad,3,434,Preppy,"S, M, L",XL,Black,Negligible,54,Harper's Bazaar,Song of Style,Spring,Daytime,Positive,Unknown,Negative,Senior
B5O2,22.6,Jigsaw,Bottoms,Not Good,2,142,Sporty,"S, M, L",L,Red,Above Average,45,Grazia,Olivia Palermo,Fall,Holiday,Positive,Unknown,Other,Middle-aged
A4G8,56.0,Ralph Lauren,Swimwear,Bad,3,367,Minimalist,"S, L, XL",S,Black,Medium,18,W,Gigi Hadid,Spring/Summer,Holiday,Neutral,Positive,Mixed,Young
K2I3,51.0,Jigsaw,Bottoms,Very Good,4,420,Casual,"S, L, XL",S,Blue,Very High,48,Harper's Bazaar,Negin Mirsalehi,Winter,Evening,Positive,Unknown,Positive,Middle-aged
O0E7,27.4,Ted Baker,Tops,Worst,5,435,Preppy,"S, L, XL",S,Blue,Negligible,62,Grazia,Camila Coelho,Summer,Holiday,Neutral,Negative,Mixed,Senior
K0J0,33.5,Ralph Lauren,Jewelry,Best,3,103,Preppy,"S, L, XL",S,Green,Significant,29,Cosmopolitan,Song of Style,Spring/Summer,Weekend,Positive,Other,Other,Young
K4N7,35.5,Calvin Klein,Bottoms,Very Bad,1,285,Streetwear,"S, L, XL",S,Red,Above Average,32,Glamour,Julie Sariñana,Fall,Daytime,Mixed,Positive,Positive,Middle-aged
I9N2,58.2,Alexander McQueen,Accessories,Very Good,3,464,Minimalist,"S, M, L",S,Blue,Average,51,Grazia,Olivia Palermo,Winter,Evening,Mixed,Negative,Neutral,Senior
M5B1,63.3,Jigsaw,Footwear,Worst,2,280,Streetwear,"S, L, XL",XL,Blue,Medium,37,Glamour,Chiara Ferragni,Spring,Weekend,Negative,Positive,Mixed,Middle-aged
K8O1,17.5,Mulberry,Outerwear,Bad,3,467,Minimalist,"M, L, XL",XL,Green,Above Average,39,Cosmopolitan,Camila Coelho,Winter,Daytime,Mixed,Mixed,Mixed,Middle-aged
O5V0,19.9,Tommy Hilfiger,Lingerie,Bad,1,50,Vintage,"M, L, XL",M,Green,Below Average,59,Glamour,Kendall Jenner,Fall/Winter,Evening,Neutral,Unknown,Mixed,Senior
Y5C4,71.8,Jigsaw,Bottoms,Bad,3,238,Streetwear,"S, M, L",S,Green,Above Average,54,Grazia,Camila Coelho,Spring/Summer,Nighttime,Unknown,Mixed,Negative,Senior
Z4L1,41.0,Alexander McQueen,Outerwear,Best,2,435,Glamorous,"S, L, XL",S,Blue,Very Low,39,Harper's Bazaar,Julie Sariñana,Fall,Daytime,Positive,Positive,Other,Middle-aged
X1C8,56.6,Jigsaw,Accessories,Best,2,176,Glamorous,"M, L, XL",S,Blue,Average,26,W,Camila Coelho,Fall,Nighttime,Negative,Neutral,Neutral,Young
Z4M9,99.9,Tommy Hilfiger,Footwear,Bad,1,412,Streetwear,"S, L, XL",L,Green,Medium,39,Harper's Bazaar,Olivia Palermo,Spring/Summer,Holiday,Unknown,Positive,Other,Middle-aged
Y1R4,45.2,Tommy Hilfiger,Outerwear,Very Bad,3,63,Streetwear,"S, M, L",L,Black,Very Low,24,Vogue,Kendall Jenner,Spring/Summer,Daytime,Positive,Mixed,Negative,Young
B3K6,8.7,Alexander McQueen,Swimwear,Very Bad,4,430,Casual,"S, L, XL",XL,Red,Low,26,Fashionista,Song of Style,Spring,Daytime,Mixed,Unknown,Neutral,Young
P1K8,28.3,Ted Baker,Dresses,Not Good,4,353,Streetwear,"S, L, XL",XL,Black,Significant,20,Marie Claire,Kendall Jenner,Spring,Nighttime,Mixed,Negative,Other,Young
O5F7,29.1,Calvin Klein,Jewelry,Good,1,459,Minimalist,"S, M, L",M,Blue,Low,27,InStyle,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Negative,Neutral,Young
S3U7,37.7,Ralph Lauren,Swimwear,Bad,1,463,Casual,"M, L, XL",L,Blue,Low,45,W,Aimee Song,Fall/Winter,Weekend,Positive,Other,Mixed,Middle-aged
K5Q7,65.4,Jigsaw,Tops,Very Bad,2,470,Streetwear,"S, L, XL",S,Blue,Very Low,64,Vogue,Song of Style,Spring/Summer,Nighttime,Mixed,Other,Neutral,Senior
E4M6,30.8,Tommy Hilfiger,Jewelry,Very Bad,2,363,Formal,"S, L, XL",S,Blue,Very Low,63,InStyle,Kendall Jenner,Winter,Weekend,Mixed,Negative,Positive,Senior
Q1D3,22.6,Burberry,Swimwear,Good,2,137,Streetwear,"S, M, L",S,Black,Average,59,Elle,Leandra Medine,Summer,Holiday,Mixed,Mixed,Other,Senior
E1T7,57.0,Burberry,Lingerie,Best,4,408,Casual,"S, L, XL",M,Red,Significant,34,Harper's Bazaar,Julie Sariñana,Winter,Evening,Unknown,Neutral,Neutral,Middle-aged
K9P6,17.6,Ted Baker,Lingerie,Best,4,364,Formal,"S, L, XL",S,Blue,Significant,30,W,Chiara Ferragni,Spring/Summer,Weekend,Neutral,Neutral,Positive,Middle-aged
W4E1,35.8,Tommy Hilfiger,Swimwear,Very Bad,4,14,Streetwear,"S, L, XL",XL,Green,Average,32,Fashionista,Julie Sariñana,Spring/Summer,Daytime,Neutral,Mixed,Neutral,Middle-aged
H3U2,78.0,Jigsaw,Jewelry,Very Good,2,397,Formal,"S, L, XL",XL,Red,Above Average,48,Glamour,Leandra Medine,Fall/Winter,Weekend,Unknown,Other,Other,Middle-aged
N7J7,37.2,Burberry,Swimwear,Best,3,315,Minimalist,"M, L, XL",L,Green,Negligible,60,W,Negin Mirsalehi,Fall,Evening,Negative,Negative,Negative,Senior
M3C0,56.0,Tommy Hilfiger,Activewear,Not Good,5,353,Sporty,"S, L, XL",S,Red,Medium,46,Glamour,Aimee Song,Winter,Weekend,Neutral,Other,Other,Middle-aged
Y2Z7,25.2,Jigsaw,Outerwear,Not Good,1,84,Sporty,"S, M, L",L,Red,High,41,Elle,Camila Coelho,Winter,Weekend,Negative,Unknown,Positive,Middle-aged
D6X8,50.5,Calvin Klein,Lingerie,Not Good,5,105,Streetwear,"S, L, XL",L,Red,Negligible,39,Fashionista,Kendall Jenner,Fall/Winter,Weekend,Positive,Mixed,Neutral,Middle-aged
D9V7,53.2,Burberry,Footwear,Very Good,2,483,Glamorous,"M, L, XL",S,Black,Average,34,Cosmopolitan,Olivia Palermo,Winter,Weekend,Mixed,Mixed,Mixed,Middle-aged
B1C1,9.8,Burberry,Activewear,Not Good,2,107,Formal,"M, L, XL",XL,Blue,Below Average,42,Marie Claire,Gigi Hadid,Summer,Evening,Positive,Neutral,Neutral,Middle-aged
A5L7,23.3,Jigsaw,Bottoms,Worst,4,389,Bohemian,"S, M, L",L,Black,Medium,20,Fashionista,Aimee Song,Spring/Summer,Holiday,Unknown,Negative,Negative,Young
W5M2,41.1,Ralph Lauren,Dresses,Best,2,446,Formal,"S, M, L",L,Red,Below Average,29,Glamour,Negin Mirsalehi,Fall,Holiday,Neutral,Unknown,Positive,Young
C4E2,33.6,Tommy Hilfiger,Dresses,Not Good,5,486,Formal,"S, L, XL",L,Green,Average,27,Fashionista,Olivia Palermo,Spring/Summer,Evening,Negative,Neutral,Positive,Young
M9B9,54.1,Tommy Hilfiger,Jewelry,Good,1,215,Vintage,"M, L, XL",M,Blue,Low,30,Grazia,Chiara Ferragni,Spring/Summer,Holiday,Neutral,Negative,Neutral,Middle-aged
T3U1,50.2,Burberry,Lingerie,Good,3,484,Glamorous,"S, M, L",M,Blue,Very High,30,Elle,Olivia Palermo,Winter,Weekend,Unknown,Other,Other,Middle-aged
G6R7,69.8,Ted Baker,Footwear,Very Bad,3,415,Preppy,"S, M, L",S,Black,Low,25,Grazia,Kendall Jenner,Spring,Holiday,Negative,Unknown,Positive,Young
Z6D3,91.0,Mulberry,Bottoms,Not Good,4,295,Preppy,"S, M, L",XL,Green,High,33,W,Julie Sariñana,Summer,Weekend,Negative,Neutral,Mixed,Middle-aged
V5M9,74.0,Jigsaw,Swimwear,Very Good,2,498,Formal,"S, M, L",XL,Red,Medium,57,InStyle,Gigi Hadid,Fall,Evening,Positive,Positive,Positive,Senior
Y8D3,46.0,Burberry,Activewear,Good,2,195,Bohemian,"M, L, XL",M,Green,Very High,36,Grazia,Song of Style,Spring/Summer,Holiday,Negative,Mixed,Other,Middle-aged
C7R7,73.1,Alexander McQueen,Tops,Bad,4,398,Preppy,"S, M, L",M,Red,Low,42,Fashionista,Aimee Song,Spring/Summer,Holiday,Neutral,Positive,Negative,Middle-aged
Y7G5,79.0,Alexander McQueen,Accessories,Good,5,106,Glamorous,"M, L, XL",S,Red,Very High,29,Marie Claire,Gigi Hadid,Fall/Winter,Holiday,Neutral,Positive,Unknown,Young
O6V5,38.2,Burberry,Activewear,Very Bad,5,189,Casual,"S, M, L",M,Green,Medium,36,Elle,Julie Sariñana,Summer,Evening,Negative,Positive,Neutral,Middle-aged
H5S0,39.1,Calvin Klein,Lingerie,Bad,4,472,Streetwear,"M, L, XL",S,Blue,Low,64,Cosmopolitan,Chiara Ferragni,Fall/Winter,Evening,Mixed,Other,Neutral,Senior
M9V2,4.2,Tommy Hilfiger,Outerwear,Very Good,3,56,Preppy,"S, M, L",M,Black,High,28,Harper's Bazaar,Julie Sariñana,Spring,Weekend,Unknown,Positive,Unknown,Young
Q5Y5,25.1,Mulberry,Activewear,Good,4,282,Edgy,"S, L, XL",L,Red,High,34,Vogue,Camila Coelho,Spring,Weekend,Negative,Neutral,Unknown,Middle-aged
G0C8,36.4,Ralph Lauren,Lingerie,Very Bad,4,389,Casual,"S, L, XL",S,Red,Below Average,22,Fashionista,Gigi Hadid,Fall/Winter,Holiday,Mixed,Mixed,Neutral,Young
